model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
A4,2019,23750.0,Automatic,2000.0,Diesel,145.0,51.4,2.0
A4,2019,27495.0,Automatic,6000.0,Diesel,145.0,48.7,2.0
Q7,2019,44950.0,Automatic,9000.0,Diesel,145.0,33.2,3.0
Q5,2019,30950.0,Automatic,2000.0,Diesel,145.0,39.2,2.0
A3,2019,21950.0,Manual,5000.0,Diesel,145.0,51.4,1.6
A4,2019,25050.0,Semi-Auto,10205.0,Petrol,145.0,38.2,2.0
A5,2019,33440.0,Automatic,18961.0,Petrol,145.0,36.7,2.0
Q5,2019,34936.0,Automatic,5607.0,Diesel,145.0,38.2,2.0
A3,2017,18442.0,Semi-Auto,28849.0,Petrol,100.01760765008835,57.6,1.4
A5,2017,27991.0,Semi-Auto,48272.0,Petrol,150.0,37.7,3.0
Q2,2019,29566.0,Automatic,5123.0,Petrol,145.0,33.2,2.0
A1,2019,20190.0,Semi-Auto,7483.0,Petrol,145.0,40.9,2.0
A3,2018,25472.0,Semi-Auto,21825.0,Petrol,145.0,43.5,2.0
A6,2017,22602.0,Semi-Auto,19731.0,Diesel,145.0,56.5,2.0
A5,2018,24451.0,Semi-Auto,16393.0,Petrol,145.0,50.4,2.0
A5,2013,13841.0,Manual,28125.0,Diesel,100.01760765008835,61.4,2.0
Q2,2017,16861.0,Manual,35457.0,Petrol,150.0,52.3,1.4
A4,2019,23990.0,Manual,6267.0,Petrol,145.0,38.2,2.0
Q3,2020,38330.0,Semi-Auto,3815.0,Petrol,145.0,30.7,2.0
A5,2020,35220.0,Semi-Auto,4709.0,Diesel,145.0,48.7,2.0
A3,2016,18962.0,Semi-Auto,13505.0,Petrol,100.01760765008835,56.5,1.4
A3,2018,18640.0,Automatic,13710.0,Petrol,145.0,42.2,1.5
Q2,2019,28856.0,Automatic,5605.0,Petrol,145.0,33.2,2.0
Q5,2019,31324.0,Semi-Auto,2860.0,Diesel,145.0,39.2,2.0
Q5,2019,33094.0,Semi-Auto,5291.0,Diesel,145.0,38.2,2.0
Q2,2019,19806.0,Manual,6771.0,Diesel,145.0,49.6,1.6
Q5,2019,32576.0,Semi-Auto,6024.0,Diesel,145.0,38.2,2.0
Q5,2019,34452.0,Semi-Auto,6831.0,Diesel,145.0,38.2,2.0
Q2,2019,21262.0,Manual,4868.0,Diesel,145.0,49.6,1.6
Q2,2019,21172.0,Manual,5999.0,Diesel,145.0,49.6,1.6
Q2,2019,21482.0,Manual,1998.0,Diesel,145.0,49.6,1.6
A3,2015,15662.0,Manual,24426.0,Petrol,100.01760765008835,57.6,1.4
A1,2019,20026.0,Automatic,7000.0,Petrol,145.0,47.1,1.0
A3,2019,21010.0,Automatic,21274.0,Petrol,145.0,40.4,2.0
Q5,2018,33172.0,Semi-Auto,9427.0,Petrol,145.0,40.4,2.0
A3,2019,20006.0,Automatic,4007.0,Diesel,145.0,70.6,1.6
A3,2017,15601.0,Manual,50689.0,Diesel,145.0,65.7,2.0
Q3,2019,26946.0,Semi-Auto,15811.0,Petrol,145.0,38.2,1.5
A4,2019,22340.0,Manual,10606.0,Petrol,145.0,39.2,2.0
A4,2019,25290.0,Automatic,4598.0,Diesel,145.0,45.6,2.0
A6,2017,28500.0,Semi-Auto,26494.0,Diesel,150.0,45.6,3.0
A4,2020,43890.0,Automatic,8115.0,Diesel,145.0,39.8,3.0
Q3,2019,25380.0,Semi-Auto,11614.0,Diesel,145.0,48.7,2.0
A4,2019,27160.0,Semi-Auto,17790.0,Diesel,145.0,47.9,2.0
A4,2019,24305.0,Semi-Auto,12762.0,Petrol,145.0,38.2,2.0
A3,2019,21276.0,Semi-Auto,9052.0,Diesel,145.0,52.3,1.6
A5,2019,37020.0,Automatic,20091.0,Petrol,145.0,38.7,2.0
A4,2018,30661.0,Semi-Auto,31850.0,Petrol,145.0,36.7,3.0
Q2,2019,21422.0,Manual,2877.0,Diesel,145.0,49.6,1.6
A4,2019,23766.0,Semi-Auto,9893.0,Diesel,145.0,48.7,2.0
A3,2019,18530.0,Semi-Auto,9961.0,Diesel,145.0,52.3,1.6
A5,2019,25160.0,Semi-Auto,9889.0,Diesel,145.0,49.6,2.0
Q3,2017,25352.0,Semi-Auto,7957.0,Petrol,181.10686659420105,40.4,2.0
A3,2020,21600.0,Manual,1222.0,Diesel,145.0,56.5,2.0
Q2,2019,22784.0,Manual,4569.0,Petrol,145.0,40.9,1.5
A3,2016,17211.0,Manual,31776.0,Petrol,100.01760765008835,58.9,1.4
A3,2019,19900.0,Manual,8078.0,Diesel,145.0,51.4,1.6
A3,2019,20630.0,Manual,5922.0,Diesel,145.0,51.4,1.6
A6,2019,46036.869,Automatic,5249.0,Diesel,145.0,36.2,3.0
A5,2019,28020.0,Automatic,9394.0,Diesel,145.0,45.6,2.0
A4,2019,21910.0,Semi-Auto,8583.0,Diesel,145.0,51.4,2.0
A4,2017,21500.0,Semi-Auto,31834.0,Diesel,100.01760765008835,65.7,2.0
A3,2017,20000.0,Manual,14930.0,Diesel,150.0,62.8,2.0
A1,2017,16000.0,Manual,22766.0,Petrol,100.01760765008835,55.4,1.4
Q5,2019,32101.0,Semi-Auto,6875.0,Diesel,145.0,39.2,2.0
A1,2016,11062.0,Manual,26916.0,Petrol,100.01760765008835,67.3,1.0
A3,2017,23362.0,Semi-Auto,34687.0,Petrol,145.0,43.5,2.0
A5,2016,19499.0,Automatic,21059.0,Diesel,160.00000000000003,50.4,2.0
A5,2017,19999.0,Manual,11881.0,Petrol,145.0,49.6,2.0
A4,2016,14999.0,Manual,27820.0,Diesel,100.01760765008835,64.2,2.0
A3,2014,10999.0,Manual,33703.0,Petrol,100.01760765008835,60.1,1.4
A3,2017,21799.0,Semi-Auto,37317.0,Petrol,150.0,43.5,2.0
Q3,2019,26991.0,Manual,2513.0,Petrol,145.0,39.8,1.5
A1,2020,18330.0,Manual,1322.0,Petrol,145.0,49.6,1.0
A6,2019,36780.0,Automatic,8231.0,Petrol,145.0,34.0,2.0
Q5,2019,33716.0,Automatic,5555.0,Diesel,145.0,38.2,2.0
Q5,2019,37966.0,Semi-Auto,4293.0,Petrol,145.0,32.1,2.0
A3,2017,16900.0,Semi-Auto,24153.0,Diesel,100.01760765008835,62.8,2.0
Q3,2019,27900.0,Semi-Auto,3861.0,Diesel,145.0,48.7,2.0
A1,2019,21500.0,Semi-Auto,5041.0,Petrol,145.0,44.8,1.5
A3,2017,15699.0,Semi-Auto,19588.0,Diesel,145.0,70.6,1.6
A3,2015,10499.0,Manual,69124.0,Diesel,100.01760765008835,67.3,2.0
A5,2015,19000.0,Semi-Auto,20108.0,Diesel,181.10686659420105,46.3,3.0
Q2,2019,28900.0,Semi-Auto,6005.0,Petrol,145.0,33.2,2.0
A1,2016,12900.0,Manual,27062.0,Petrol,100.01760765008835,55.4,1.4
A3,2017,18900.0,Semi-Auto,27317.0,Petrol,150.0,56.5,1.5
A3,2017,19900.0,Semi-Auto,32189.0,Petrol,150.0,56.5,1.5
Q3,2017,21000.0,Semi-Auto,30418.0,Petrol,150.0,47.9,1.4
A3,2016,13900.0,Manual,27984.0,Petrol,100.01760765008835,60.1,1.0
Q2,2019,23900.0,Manual,2728.0,Petrol,150.0,43.5,1.5
A1,2016,12831.0,Manual,29891.0,Diesel,100.01760765008835,76.3,1.6
Q2,2019,22986.0,Automatic,5313.0,Diesel,145.0,46.3,1.6
A3,2018,27292.0,Semi-Auto,9101.0,Petrol,145.0,44.1,2.0
Q2,2017,22632.0,Semi-Auto,15664.0,Diesel,145.0,57.7,2.0
Q7,2017,37442.0,Semi-Auto,20801.0,Diesel,145.0,47.9,3.0
Q5,2018,24582.0,Semi-Auto,62349.0,Petrol,145.0,40.9,2.0
Q3,2016,15441.0,Manual,40600.0,Diesel,125.0,56.5,2.0
Q5,2018,27942.0,Automatic,18049.0,Petrol,145.0,40.9,2.0
Q3,2020,30210.0,Semi-Auto,1401.0,Diesel,145.0,48.7,2.0
Q3,2020,31990.0,Semi-Auto,2166.0,Diesel,145.0,47.1,2.0
Q3,2020,34210.0,Semi-Auto,1766.0,Petrol,145.0,31.7,2.0
A1,2018,16012.0,Semi-Auto,28284.0,Petrol,145.0,56.5,1.4
A6,2019,30000.0,Automatic,6101.0,Diesel,145.0,47.9,2.0
A6,2017,19900.0,Semi-Auto,43113.0,Diesel,145.0,56.5,2.0
A1,2019,21500.0,Semi-Auto,1843.0,Petrol,145.0,40.9,2.0
A3,2017,24900.0,Semi-Auto,29834.0,Petrol,145.0,43.5,2.0
Q5,2013,21950.0,Semi-Auto,49600.0,Diesel,181.10686659420105,41.5,3.0
A6,2016,20190.0,Semi-Auto,13664.0,Diesel,100.01760765008835,61.4,2.0
Q5,2018,27777.0,Semi-Auto,13199.0,Diesel,145.0,55.4,2.0
Q2,2019,20682.0,Semi-Auto,8396.0,Diesel,145.0,47.9,1.6
Q5,2019,34412.0,Semi-Auto,5990.0,Diesel,145.0,38.2,2.0
A1,2020,19610.0,Manual,877.0,Petrol,145.0,48.7,1.0
A3,2019,18900.0,Manual,514.0,Diesel,150.0,51.4,1.6
A1,2014,11900.0,Manual,11855.0,Petrol,125.0,53.3,1.4
TT,2017,20500.0,Manual,22299.0,Petrol,150.0,47.1,1.8
Q2,2019,22500.0,Semi-Auto,4781.0,Petrol,150.0,43.5,1.0
Q5,2016,32900.0,Semi-Auto,31267.0,Diesel,181.10686659420105,42.2,3.0
A3,2019,31900.0,Semi-Auto,6457.0,Petrol,150.0,34.5,2.0
A3,2019,34000.0,Semi-Auto,2000.0,Petrol,145.0,33.2,2.0
A4,2020,46036.869,Automatic,1000.0,Diesel,145.0,40.9,3.0
Q2,2019,21500.0,Manual,2000.0,Diesel,145.0,49.6,1.6
A3,2019,23000.0,Semi-Auto,2000.0,Petrol,145.0,40.9,2.0
Q3,2019,25000.0,Manual,2000.0,Petrol,145.0,40.9,1.5
Q2,2019,22000.0,Manual,2000.0,Diesel,145.0,49.6,1.6
Q5,2019,45000.0,Automatic,4920.0,Hybrid,135.00000000000006,88.2063,2.0
A3,2019,31500.0,Automatic,1000.0,Petrol,145.0,36.7,2.0
Q2,2019,21500.0,Manual,1000.0,Diesel,145.0,47.9,1.6
Q7,2020,46036.869,Automatic,1000.0,Diesel,145.0,30.1,4.0
A4,2020,26000.0,Manual,1000.0,Petrol,145.0,39.2,2.0
A4,2020,34500.0,Semi-Auto,1000.0,Diesel,145.0,45.6,2.0
Q5,2020,37000.0,Semi-Auto,1000.0,Diesel,145.0,38.2,2.0
Q2,2020,24000.0,Manual,1000.0,Petrol,145.0,43.5,1.0
Q2,2020,26000.0,Semi-Auto,1000.0,Diesel,145.0,46.3,2.0
Q3,2019,26000.0,Manual,2000.0,Diesel,145.0,42.8,2.0
A5,2019,34500.0,Semi-Auto,2000.0,Petrol,145.0,37.7,2.0
A4,2020,31500.0,Semi-Auto,1000.0,Diesel,145.0,53.3,2.0
A4,2020,28500.0,Manual,1000.0,Petrol,145.0,39.2,2.0
A3,2019,23000.0,Semi-Auto,2000.0,Petrol,145.0,40.9,2.0
A4,2020,25000.0,Manual,1000.0,Petrol,145.0,42.2,2.0
A3,2019,18700.0,Manual,11337.0,Diesel,150.0,55.4,2.0
Q3,2017,21500.0,Semi-Auto,10239.0,Diesel,165.00000000000006,50.4,2.0
Q3,2016,18800.0,Manual,20871.0,Petrol,150.0,49.6,1.4
TT,2020,46036.869,Semi-Auto,4060.0,Petrol,145.0,30.7,2.5
Q7,2019,46036.869,Automatic,1.0,Diesel,145.0,30.1,4.0
A3,2019,24000.0,Semi-Auto,3058.0,Petrol,145.0,42.2,1.5
A3,2019,24500.0,Semi-Auto,2246.0,Petrol,145.0,43.5,1.5
A3,2016,14700.0,Manual,22288.0,Petrol,100.01760765008835,60.1,1.0
Q3,2017,17900.0,Manual,30624.0,Petrol,125.0,51.4,1.4
TT,2020,29000.0,Semi-Auto,1000.0,Petrol,145.0,40.9,2.0
Q3,2020,28500.0,Semi-Auto,1000.0,Diesel,145.0,47.1,2.0
Q5,2020,35000.0,Semi-Auto,5000.0,Diesel,145.0,38.2,2.0
A3,2019,30500.0,Semi-Auto,266.0,Petrol,150.0,34.9,2.0
A1,2018,14900.0,Manual,14992.0,Petrol,150.0,55.4,1.4
A4,2017,22800.0,Semi-Auto,20541.0,Petrol,150.0,50.4,2.0
A6,2019,32500.0,Semi-Auto,11698.0,Diesel,150.0,39.8,3.0
Q5,2019,35900.0,Semi-Auto,2369.0,Diesel,150.0,38.2,2.0
A3,2019,22900.0,Manual,2455.0,Diesel,150.0,52.3,1.6
Q5,2019,35900.0,Semi-Auto,3258.0,Diesel,150.0,38.2,2.0
A5,2020,30000.0,Semi-Auto,1000.0,Diesel,145.0,47.1,2.0
A5,2020,38000.0,Semi-Auto,1000.0,Diesel,145.0,50.4,2.0
A5,2020,30000.0,Semi-Auto,1000.0,Diesel,145.0,50.4,2.0
A1,2019,22900.0,Semi-Auto,3300.0,Petrol,150.0,40.9,2.0
A1,2016,16000.0,Semi-Auto,27618.0,Petrol,100.01760765008835,70.6,1.4
Q7,2020,46036.869,Semi-Auto,1000.0,Diesel,145.0,33.2,3.0
Q3,2020,38000.0,Semi-Auto,2000.0,Petrol,145.0,30.7,2.0
Q3,2018,18900.0,Manual,8560.0,Petrol,145.0,51.4,1.4
A6,2019,46036.869,Automatic,1000.0,Diesel,145.0,35.8,3.0
A5,2019,32500.0,Automatic,1000.0,Diesel,145.0,47.1,2.0
Q3,2019,25000.0,Manual,1000.0,Petrol,145.0,40.9,1.5
A5,2020,31000.0,Semi-Auto,1000.0,Diesel,145.0,47.1,2.0
A4,2020,44000.0,Semi-Auto,1000.0,Diesel,145.0,39.8,3.0
A3,2020,26500.0,Manual,100.0,Diesel,145.0,52.3,1.6
A4,2020,25500.0,Manual,1000.0,Petrol,145.0,42.2,2.0
A4,2020,25500.0,Manual,1000.0,Petrol,145.0,42.2,2.0
A5,2020,26500.0,Semi-Auto,5000.0,Diesel,145.0,47.1,2.0
Q3,2020,30000.0,Manual,1000.0,Petrol,145.0,40.9,1.5
Q2,2018,22800.0,Semi-Auto,7899.0,Petrol,150.0,52.3,1.4
A4,2018,24900.0,Semi-Auto,40184.0,Diesel,150.0,60.1,2.0
Q5,2019,34000.0,Automatic,1000.0,Diesel,145.0,38.2,2.0
Q3,2019,26000.0,Manual,3000.0,Diesel,145.0,42.8,2.0
Q5,2019,34000.0,Automatic,1000.0,Diesel,145.0,38.2,2.0
Q3,2019,26000.0,Manual,1000.0,Diesel,145.0,42.8,2.0
A5,2019,32000.0,Manual,2000.0,Petrol,145.0,37.2,2.0
Q3,2019,31000.0,Manual,2000.0,Petrol,145.0,39.8,1.5
A3,2019,31900.0,Semi-Auto,2839.0,Petrol,145.0,34.9,2.0
A4,2019,24000.0,Manual,1000.0,Petrol,145.0,39.2,2.0
A6,2019,31000.0,Automatic,9577.0,Diesel,145.0,47.9,2.0
Q5,2019,35500.0,Semi-Auto,6273.0,Diesel,145.0,38.2,2.0
A4,2019,25000.0,Automatic,1000.0,Petrol,145.0,38.2,2.0
Q5,2019,34000.0,Automatic,5027.0,Diesel,145.0,38.2,2.0
A5,2019,30000.0,Automatic,1000.0,Diesel,145.0,47.1,2.0
A5,2019,28000.0,Automatic,6596.0,Diesel,145.0,47.1,2.0
A3,2019,19700.0,Manual,4272.0,Diesel,145.0,51.4,1.6
A5,2019,28500.0,Automatic,5374.0,Petrol,145.0,37.7,2.0
A1,2015,13400.0,Semi-Auto,38461.0,Petrol,100.01760765008835,56.5,1.4
A3,2019,23500.0,Semi-Auto,10897.0,Petrol,150.0,42.2,1.5
A1,2017,12500.0,Manual,27560.0,Petrol,150.0,67.3,1.0
A3,2019,22500.0,Semi-Auto,2061.0,Petrol,150.0,42.2,1.5
A3,2016,14200.0,Manual,20185.0,Petrol,100.01760765008835,61.4,1.4
A3,2017,18900.0,Manual,10950.0,Petrol,150.0,54.3,1.5
Q3,2017,18900.0,Manual,12727.0,Petrol,150.0,51.4,1.4
A1,2019,18500.0,Manual,1000.0,Petrol,150.0,51.4,1.0
A3,2016,17800.0,Manual,38882.0,Petrol,100.01760765008835,56.5,1.4
Q3,2018,23700.0,Semi-Auto,16437.0,Petrol,150.0,47.9,1.4
A6,2018,23900.0,Semi-Auto,25105.0,Diesel,145.0,56.5,2.0
Q3,2016,18500.0,Manual,37670.0,Petrol,145.0,49.6,1.4
A3,2018,21200.0,Manual,2672.0,Petrol,145.0,42.2,1.5
Q7,2019,44500.0,Automatic,13178.0,Diesel,145.0,32.8,3.0
Q3,2019,25000.0,Manual,2000.0,Petrol,145.0,40.9,1.5
Q5,2020,37000.0,Semi-Auto,2000.0,Diesel,145.0,38.2,2.0
A5,2019,29500.0,Automatic,1000.0,Petrol,145.0,39.8,2.0
Q3,2019,26000.0,Manual,1000.0,Diesel,145.0,42.8,2.0
Q2,2019,21500.0,Manual,1000.0,Diesel,145.0,49.6,1.6
Q5,2019,34000.0,Automatic,1000.0,Diesel,145.0,38.2,2.0
A5,2019,29950.0,Semi-Auto,1284.0,Petrol,145.0,39.8,2.0
A3,2019,22950.0,Manual,1484.0,Diesel,145.0,51.4,1.6
A5,2019,29950.0,Semi-Auto,3484.0,Diesel,145.0,51.4,2.0
Q2,2017,17950.0,Semi-Auto,41193.0,Petrol,145.0,54.3,1.4
Q5,2019,42450.0,Semi-Auto,8867.0,Diesel,145.0,36.2,2.0
A6,2017,31850.0,Semi-Auto,13449.0,Diesel,145.0,43.5,3.0
Q2,2017,19950.0,Manual,18315.0,Petrol,145.0,50.4,1.4
Q3,2017,19950.0,Semi-Auto,26316.0,Petrol,145.0,47.9,1.4
A4,2015,14950.0,Manual,53065.0,Diesel,100.01760765008835,61.4,2.0
A4,2016,19750.0,Manual,27196.0,Diesel,100.01760765008835,62.8,2.0
Q2,2017,19950.0,Manual,20559.0,Petrol,145.0,50.4,1.4
A1,2016,19450.0,Manual,26436.0,Petrol,181.10686659420105,40.4,2.0
Q3,2016,21950.0,Semi-Auto,28987.0,Petrol,181.10686659420105,40.4,2.0
Q3,2016,19950.0,Semi-Auto,24319.0,Petrol,145.0,47.9,1.4
A4,2016,20950.0,Semi-Auto,27800.0,Diesel,125.0,58.9,3.0
A3,2016,15490.0,Semi-Auto,42300.0,Petrol,100.01760765008835,57.6,1.4
Q3,2016,20994.0,Automatic,22226.0,Petrol,181.10686659420105,40.4,2.0
A4,2016,15989.0,Manual,34066.0,Diesel,100.01760765008835,67.3,2.0
A4,2016,16999.0,Manual,17019.0,Diesel,100.01760765008835,64.2,2.0
A3,2016,23950.0,Semi-Auto,25344.0,Petrol,181.10686659420105,39.8,2.0
A6,2014,16450.0,Semi-Auto,57700.0,Diesel,100.01760765008835,61.4,2.0
A3,2015,11850.0,Manual,43988.0,Petrol,100.01760765008835,60.1,1.4
Q2,2019,20950.0,Manual,3198.0,Diesel,145.0,49.6,1.6
A3,2019,19950.0,Manual,2583.0,Diesel,145.0,51.4,1.6
A3,2019,23950.0,Manual,2155.0,Diesel,145.0,51.4,1.6
Q2,2019,22450.0,Manual,4195.0,Diesel,145.0,47.9,1.6
Q2,2019,20850.0,Manual,2445.0,Diesel,145.0,49.6,1.6
A4,2019,38950.0,Semi-Auto,5484.0,Diesel,145.0,44.1,2.0
Q3,2019,32850.0,Semi-Auto,5450.0,Diesel,145.0,47.1,2.0
A6,2019,41850.0,Semi-Auto,14051.0,Diesel,145.0,36.2,3.0
Q7,2019,46036.869,Semi-Auto,13856.0,Diesel,145.0,32.8,3.0
A3,2019,31950.0,Semi-Auto,6602.0,Petrol,145.0,34.9,2.0
A5,2019,25950.0,Semi-Auto,8130.0,Diesel,145.0,67.3,2.0
Q5,2019,46036.869,Semi-Auto,11751.0,Diesel,145.0,34.5,3.0
A1,2019,20450.0,Semi-Auto,28.0,Petrol,145.0,44.8,1.5
A1,2019,20450.0,Semi-Auto,44.0,Petrol,145.0,44.8,1.5
A5,2020,27450.0,Semi-Auto,78.0,Diesel,145.0,47.1,2.0
A5,2020,29950.0,Semi-Auto,480.0,Petrol,145.0,39.8,2.0
A1,2020,21450.0,Manual,1000.0,Petrol,145.0,44.1,1.0
Q5,2015,17700.0,Semi-Auto,56586.0,Diesel,181.10686659420105,47.1,2.0
TT,2016,32850.0,Semi-Auto,42829.0,Petrol,181.10686659420105,34.0,2.5
Q3,2019,31950.0,Semi-Auto,6100.0,Petrol,145.0,32.1,2.0
A4,2019,27950.0,Semi-Auto,4840.0,Diesel,145.0,44.8,2.0
A4,2019,21950.0,Manual,7975.0,Petrol,145.0,39.2,2.0
A4,2019,25950.0,Semi-Auto,9097.0,Diesel,145.0,45.6,2.0
Q7,2019,46036.869,Semi-Auto,12195.0,Diesel,145.0,33.2,3.0
A6,2019,36950.0,Semi-Auto,10618.0,Diesel,145.0,47.9,2.0
A4,2019,22450.0,Manual,16500.0,Petrol,145.0,38.7,2.0
A1,2019,20490.0,Semi-Auto,2983.0,Petrol,145.0,44.8,1.5
A4,2015,12000.0,Automatic,74478.0,Diesel,181.10686659420105,47.1,2.0
A4,2016,11500.0,Manual,40683.0,Petrol,125.0,53.3,1.4
A3,2017,16000.0,Manual,19365.0,Petrol,100.01760765008835,60.1,1.4
Q2,2018,23400.0,Automatic,33460.0,Diesel,145.0,58.9,2.0
A3,2017,11600.0,Manual,40795.0,Diesel,100.01760765008835,74.3,1.6
Q2,2017,18750.0,Semi-Auto,20478.0,Petrol,145.0,54.3,1.4
Q5,2017,25350.0,Semi-Auto,21146.0,Diesel,181.10686659420105,47.1,2.0
A4,2018,24350.0,Semi-Auto,5229.0,Petrol,145.0,50.4,1.4
Q3,2019,30790.0,Semi-Auto,6521.0,Petrol,145.0,31.7,2.0
A1,2019,21990.0,Semi-Auto,2742.0,Petrol,145.0,44.8,1.5
A1,2019,22490.0,Semi-Auto,1620.0,Petrol,145.0,44.8,1.5
A1,2019,22490.0,Semi-Auto,1501.0,Petrol,145.0,44.8,1.5
A1,2019,22790.0,Semi-Auto,547.0,Petrol,145.0,44.8,1.5
Q5,2019,31490.0,Semi-Auto,9685.0,Diesel,145.0,38.2,2.0
A3,2019,22890.0,Semi-Auto,2580.0,Diesel,145.0,50.4,2.0
A3,2019,32850.0,Semi-Auto,6337.0,Petrol,145.0,34.9,2.0
Q5,2017,25350.0,Semi-Auto,26396.0,Diesel,181.10686659420105,47.1,2.0
Q5,2018,26995.0,Semi-Auto,12447.0,Diesel,145.0,56.5,2.0
Q5,2015,21950.0,Semi-Auto,27141.0,Diesel,181.10686659420105,47.1,2.0
A1,2016,14450.0,Semi-Auto,11349.0,Petrol,100.01760765008835,57.6,1.4
Q7,2015,32450.0,Semi-Auto,31997.0,Diesel,181.10686659420105,47.9,3.0
Q5,2018,25990.0,Semi-Auto,22224.0,Diesel,145.0,56.5,2.0
Q3,2015,17650.0,Manual,38122.0,Diesel,145.0,52.3,2.0
Q2,2019,20750.0,Manual,2200.0,Diesel,145.0,49.6,1.6
Q2,2019,19980.0,Manual,2868.0,Diesel,145.0,49.6,1.6
Q3,2015,17490.0,Semi-Auto,42550.0,Petrol,145.0,47.9,1.4
A3,2019,21750.0,Semi-Auto,15813.0,Petrol,145.0,42.2,1.5
Q5,2019,31250.0,Semi-Auto,14120.0,Diesel,145.0,38.2,2.0
Q5,2017,24800.0,Semi-Auto,18053.0,Diesel,181.10686659420105,47.1,2.0
A4,2017,24450.0,Automatic,38221.0,Petrol,145.0,38.7,3.0
Q7,2019,45500.0,Automatic,11717.0,Diesel,145.0,33.2,3.0
A6,2019,26995.0,Automatic,6150.0,Diesel,145.0,50.4,2.0
Q7,2019,46036.869,Automatic,50.0,Diesel,145.0,33.6,3.0
Q7,2019,46036.869,Automatic,3450.0,Diesel,145.0,33.2,3.0
A4,2019,23495.0,Automatic,8177.0,Diesel,145.0,51.4,2.0
A3,2019,17995.0,Manual,7062.0,Diesel,145.0,49.6,1.6
Q2,2019,21000.0,Manual,4775.0,Diesel,145.0,49.6,1.6
Q5,2019,32500.0,Automatic,1547.0,Diesel,145.0,55.4,2.0
A4,2019,26495.0,Automatic,6032.0,Petrol,145.0,38.7,2.0
Q3,2019,26495.0,Manual,2288.0,Petrol,145.0,40.9,1.5
Q3,2019,25250.0,Manual,3848.0,Petrol,145.0,40.9,1.5
Q3,2019,26500.0,Manual,3974.0,Diesel,145.0,42.8,2.0
A4,2020,42500.0,Semi-Auto,826.0,Diesel,145.0,40.4,3.0
Q5,2019,33500.0,Semi-Auto,8566.0,Diesel,145.0,38.2,2.0
A5,2019,33995.0,Automatic,3860.0,Diesel,145.0,50.4,2.0
A4,2015,15999.0,Manual,29102.0,Diesel,100.01760765008835,68.9,2.0
Q7,2016,37999.0,Automatic,36461.0,Diesel,100.01760765008835,88.2063,3.0
A4,2017,17599.0,Semi-Auto,29747.0,Diesel,100.01760765008835,62.8,2.0
A3,2018,20799.0,Semi-Auto,10413.0,Diesel,145.0,62.8,2.0
Q3,2019,35995.0,Automatic,4392.0,Petrol,145.0,32.1,2.0
A1,2015,10995.0,Semi-Auto,50506.0,Petrol,100.01760765008835,60.1,1.4
A1,2016,10250.0,Manual,47776.0,Diesel,100.01760765008835,76.3,1.6
A3,2019,19500.0,Manual,7450.0,Diesel,145.0,52.3,1.6
A6,2019,31500.0,Automatic,5235.0,Diesel,145.0,47.9,2.0
Q3,2017,21995.0,Semi-Auto,9480.0,Petrol,145.0,47.9,1.4
A1,2017,19995.0,Manual,24000.0,Petrol,150.0,39.2,2.0
A1,2016,10795.0,Manual,21658.0,Petrol,100.01760765008835,67.3,1.0
A6,2016,17950.0,Manual,32390.0,Diesel,125.0,58.9,2.0
A4,2016,15489.0,Semi-Auto,54697.0,Diesel,100.01760765008835,65.7,2.0
TT,2016,25995.0,Semi-Auto,27170.0,Petrol,181.10686659420105,40.9,2.0
A6,2019,34995.0,Semi-Auto,20.0,Diesel,145.0,47.9,2.0
Q3,2015,21495.0,Semi-Auto,29838.0,Petrol,181.10686659420105,40.4,2.0
Q2,2019,23495.0,Semi-Auto,4084.0,Petrol,145.0,40.9,1.5
A3,2019,18990.0,Semi-Auto,2620.0,Diesel,150.0,52.3,1.6
A1,2019,18990.0,Manual,291.0,Petrol,150.0,46.3,1.5
A3,2014,12995.0,Manual,38555.0,Petrol,100.01760765008835,60.1,1.4
A1,2017,13795.0,Semi-Auto,22104.0,Petrol,100.01760765008835,57.6,1.4
Q5,2019,29980.0,Semi-Auto,12500.0,Diesel,145.0,38.2,2.0
A1,2019,21750.0,Semi-Auto,5024.0,Petrol,145.0,47.1,1.0
Q7,2019,42500.0,Automatic,50.0,Diesel,145.0,33.6,3.0
Q3,2020,29980.0,Manual,6840.0,Petrol,145.0,39.8,1.5
Q3,2020,35995.0,Automatic,3911.0,Diesel,145.0,45.6,2.0
A3,2019,22990.0,Semi-Auto,9967.0,Petrol,145.0,42.2,1.5
A5,2019,33950.0,Semi-Auto,4054.0,Diesel,145.0,44.8,2.0
Q5,2019,33950.0,Semi-Auto,4980.0,Diesel,145.0,38.2,2.0
A6,2016,18995.0,Semi-Auto,39990.0,Diesel,100.01760765008835,61.4,2.0
Q3,2017,19995.0,Manual,29041.0,Diesel,150.0,61.4,2.0
Q3,2016,19490.0,Semi-Auto,40525.0,Diesel,165.00000000000006,50.4,2.0
Q3,2017,21995.0,Semi-Auto,28988.0,Petrol,150.0,47.9,1.4
Q3,2018,19995.0,Manual,19311.0,Petrol,150.0,51.4,1.4
Q3,2017,19995.0,Manual,32565.0,Petrol,150.0,49.6,1.4
A1,2019,22495.0,Semi-Auto,9801.0,Petrol,150.0,40.9,2.0
A1,2019,22495.0,Semi-Auto,8750.0,Petrol,150.0,40.9,2.0
